subj_id,Completion,sentID,NatNess,Diff,RT,hasComment?,index,AdditCom,translation,isImportant,sentenceRisk,askForCheck,Unnamed: 13,determiner,noun,isDet,isWord
R_OqjAwL4brYESqul,de afwas,20,5,6,2.937,0,,,,,,,,de,afwas,True,True
R_1LG8FwYsk4Xgq61,de afwas,20,5,6,2.8339999999999996,0,,,,,,,,de,afwas,True,True
R_2wQZuV97sKRkDfp,de afwas,20,5,6,1.023,0,,,,,,,,de,afwas,True,True
R_2dsf9d9zlzEbaRw,de afwas,20,5,6,3.662,0,,,,,,,,de,afwas,True,True
R_3j0ZzVXSe6NB0v0,de afwas,20,5,6,4.921,0,,,,,,,,de,afwas,True,True
R_2SqwKT4bUhZVaYX,de afwas,20,5,6,5.55,0,,,,,,,,de,afwas,True,True
R_6yuZ6GaDGqciNE1,de afwas,20,5,6,5.492000000000001,0,,,,,,,,de,afwas,True,True
R_22DGKB9Dz59SJIt,de afwas,20,5,6,3.898,0,,,,,,,,de,afwas,True,True
R_5iDE07CUBSNZdqF,de afwas,20,5,6,3.056,0,,,,,,,,de,afwas,True,True
R_2w61flKU0TAtmrX,de afwas,20,5,6,8.012,0,,,,,,,,de,afwas,True,True
R_2Y4gtCNHITcznSw,de afwas,20,5,6,2.408,0,,,,,,,,de,afwas,True,True
R_2qDHMLvHLCvMWMS,de afwas,20,5,6,9.455,0,,,,,,,,de,afwas,True,True
R_bg7cQUV93CWU245,de afwas,20,5,6,5.462999999999999,0,,,,,,,,de,afwas,True,True
R_2OTJk9jZohSfhSm,de afwas,20,4,6,3.155,0,,,,,,,,de,afwas,True,True
R_pGZjTA8wFerMwcV,de afwas,20,5,6,1.929,1,67.0,HAHA studenten,,0.0,,,,de,afwas,True,True
R_ypTZBjEyvsMpFG9,de afwas,20,5,5,4.4430000000000005,0,,,,,,,,de,afwas,True,True
R_2YkUceTXXRwe7af,de afwas,20,5,6,1.945,0,,,,,,,,de,afwas,True,True
R_3D2u0Wq74kM9j2C,de afwas,20,5,6,11.989,1,68.0,deze zin is zo voorspelbaar; dit onderzoek neigt naar een selffulfilling prophesy,,0.0,,,,de,afwas,True,True
R_2Pv6m5XVNiv6pPQ,de vaat,20,5,6,5.569,0,,,,,,,,de,vaat,True,True
R_T1l2TIrq1do7Orn,de afwas,20,5,6,2.2880000000000003,0,,,,,,,,de,afwas,True,True
R_9KphKBeCPmqzBCl,de vaat,20,4,6,48.768,0,,,,,,,,de,vaat,True,True
R_3qKjZplc0t8Y2IU,de afwas,20,5,6,2.9130000000000003,0,,,,,,,,de,afwas,True,True
R_4GA7uQFTqbGKnlf,de afwas,20,5,6,1.778,0,,,,,,,,de,afwas,True,True
R_1hEVfCsYXJCzsVp,de afwas,20,5,6,0.648,0,,,,,,,,de,afwas,True,True
R_cHiCbzLrQrYeizP,De afwas,20,5,6,4.229,0,,,,,,,,De,afwas,True,True
R_3fQa4YiudlrrSLd,de afwas,20,5,6,1.196,0,,,,,,,,de,afwas,True,True
R_z0gtYvawsJg834J,de afwas,20,5,6,2.474,0,,,,,,,,de,afwas,True,True
R_2SvKoXHDxtivA4o,de afwas,20,5,6,3.802,0,,,,,,,,de,afwas,True,True
R_CeG821dsnmsmiZP,de afwas,20,5,6,1.831,0,,,,,,,,de,afwas,True,True
R_3MG93Py9LV1lYqI,de afwas,20,5,6,1.5,0,,,,,,,,de,afwas,True,True
R_UrtVng9RxUYqodr,de afwas,20,5,6,4.54,0,,,,,,,,de,afwas,True,True
R_yjxZCpumE2JuLwR,de afwas,20,5,6,5.12,0,,,,,,,,de,afwas,True,True
R_eOEX0Ye1lmhGlyl,de afwas,20,5,6,9.732999999999999,0,,,,,,,,de,afwas,True,True
R_cCLhtJmTS5XidYl,de afwas,20,5,6,4.522,0,,,,,,,,de,afwas,True,True
R_vZ75WKEQFz64rIt,de afwas,20,5,6,2.387,0,,,,,,,,de,afwas,True,True
R_1Nzi2lWnM0CO3kn,de afwas,20,5,6,9.088,0,,,,,,,,de,afwas,True,True
R_2tu71tqKKoKbfJ0,de afwas,20,4,6,5.459,0,,,,,,,,de,afwas,True,True
R_2PdQi8meHWRd7Fb,de afwas,20,5,6,3.0269999999999997,0,,,,,,,,de,afwas,True,True
R_3PaHNs19NCzMVbu,de afwas,20,3,6,1.7009999999999998,0,,,,,,,,de,afwas,True,True
R_CjK7Ok90OSXQ3XH,de afwas,20,5,6,2.154,0,,,,,,,,de,afwas,True,True
R_1lgEwIKXFHGT01V,de afwas,20,5,6,1.2590000000000001,0,,,,,,,,de,afwas,True,True
R_2qq1JLwmdrdJM9d,de afwas,20,5,6,3.865,0,,,,,,,,de,afwas,True,True
R_ZrTEV9TpypUZEC5,de afwas,20,5,6,5.682,0,,,,,,,,de,afwas,True,True
R_3Gq55dSXHC6ANc8,de afwas,20,5,6,5.144,0,,,,,,,,de,afwas,True,True
R_3D8b4ozl4q217Ie,de afwas,20,5,6,8.583,0,,,,,,,,de,afwas,True,True
R_qV03fIB34drHELn,de afwas,20,5,6,4.973,0,,,,,,,,de,afwas,True,True
R_1mRh44rpwMf0PbH,de afwas,20,5,6,1.402,0,,,,,,,,de,afwas,True,True
R_3gNkgaxQ9C21dQW,de afwas,20,5,6,2.229,0,,,,,,,,de,afwas,True,True
R_21umvRGJCCZXoit,de afwas,20,4,5,5.295,0,,,,,,,,de,afwas,True,True
R_BKctGx9a1Hi7w4h,de weg,21,4,4,1.5430000000000001,0,,,,,,,,de,weg,True,True
R_u2ffULg0uVmoetj,de weg,21,5,6,1.321,0,,,,,,,,de,weg,True,True
R_2vf9l3GOwanVBOH,de weg,21,5,6,1.124,0,,,,,,,,de,weg,True,True
R_OqjAwL4brYESqul,de weg,21,3,6,4.14,1,69.0,voor de veiligheid' zou ik weglaten,I would leave out 'voor de veiligheid' ,1.0,1.0,,,de,weg,True,True
R_1LG8FwYsk4Xgq61,de weg,21,5,5,6.462999999999999,0,,,,,,,,de,weg,True,True
R_2wQZuV97sKRkDfp,de weg,21,4,5,1.9469999999999998,1,70.0,evt. de snelheid,possibly 'de snelheid',1.0,1.0,,,de,weg,True,True
R_2dsf9d9zlzEbaRw,het verkeer,21,4,6,3.927,0,,,,,,,,het,verkeer,True,True
R_3j0ZzVXSe6NB0v0,de weg,21,5,6,4.388,0,,,,,,,,de,weg,True,True
R_2SqwKT4bUhZVaYX,de weg,21,4,6,5.121,0,,,,,,,,de,weg,True,True
R_6yuZ6GaDGqciNE1,de weg,21,5,6,5.83,0,,,,,,,,de,weg,True,True
R_22DGKB9Dz59SJIt,het wegdek,21,4,5,17.254,0,,,,,,,,het,wegdek,True,True
R_5iDE07CUBSNZdqF,de weg,21,4,6,5.311,0,,,,,,,,de,weg,True,True
R_2w61flKU0TAtmrX,de weg,21,4,6,198.37,0,,,,,,,,de,weg,True,True
R_2Y4gtCNHITcznSw,het verkeer,21,4,6,6.345,0,,,,,,,,het,verkeer,True,True
R_2qDHMLvHLCvMWMS,de weg,21,5,6,3.2319999999999998,0,,,,,,,,de,weg,True,True
R_bg7cQUV93CWU245,het verkeer,21,4,4,3.071,0,,,,,,,,het,verkeer,True,True
R_2OTJk9jZohSfhSm,de weg,21,4,6,2.937,1,71.0,andere optie was: het verkeer,a different option was: het verkeer,1.0,1.0,,,de,weg,True,True
R_pGZjTA8wFerMwcV,de snelheid,21,4,6,4.749,1,72.0,Je' snelheid?,your 'snelheid'?,1.0,1.0,,,de,snelheid,True,True
R_ypTZBjEyvsMpFG9,de weg,21,4,6,2.326,0,,,,,,,,de,weg,True,True
R_2YkUceTXXRwe7af,het verkeer,21,3,5,1.331,0,,,,,,,,het,verkeer,True,True
R_3D2u0Wq74kM9j2C,de weg,21,5,6,3.7439999999999998,0,,,,,,,,de,weg,True,True
R_2Pv6m5XVNiv6pPQ,de weg,21,5,6,3.653,0,,,,,,,,de,weg,True,True
R_T1l2TIrq1do7Orn,de baan,21,4,4,4.627,0,,,,,,,,de,baan,True,True
R_9KphKBeCPmqzBCl,de weg,21,3,5,35.841,0,,,,,,,,de,weg,True,True
R_3qKjZplc0t8Y2IU,de weg,21,5,6,1.672,0,,,,,,,,de,weg,True,True
R_4GA7uQFTqbGKnlf,de weg,21,5,6,0.9790000000000001,0,,,,,,,,de,weg,True,True
R_1hEVfCsYXJCzsVp,de weg,21,2,5,2.878,0,,,,,,,,de,weg,True,True
R_cHiCbzLrQrYeizP,De weg,21,5,6,11.072000000000001,0,,,,,,,,De,weg,True,True
R_3fQa4YiudlrrSLd,het verkeer,21,5,6,2.209,0,,,,,,,,het,verkeer,True,True
R_z0gtYvawsJg834J,de weg,21,3,5,5.572,0,,,,,,,,de,weg,True,True
R_2SvKoXHDxtivA4o,de weg,21,4,4,27.64,0,,,,,,,,de,weg,True,True
R_CeG821dsnmsmiZP,de verkeersborden,21,5,6,2.7889999999999997,0,,,,,,,,de,verkeersborden,True,True
R_3MG93Py9LV1lYqI,de weg,21,3,4,1.203,0,,,,,,,,de,weg,True,True
R_UrtVng9RxUYqodr,de weg,21,5,6,3.196,0,,,,,,,,de,weg,True,True
R_yjxZCpumE2JuLwR,de weg,21,5,6,2.764,0,,,,,,,,de,weg,True,True
R_eOEX0Ye1lmhGlyl,de weg,21,5,6,3.392,0,,,,,,,,de,weg,True,True
R_cCLhtJmTS5XidYl,de weg,21,5,6,3.3310000000000004,0,,,,,,,,de,weg,True,True
R_vZ75WKEQFz64rIt,de weg,21,4,5,2.228,1,73.0,Ik twijfelde bij deze wel tussen de weg en het verkeer.,"I was in doubt with this one, between de weg and het verkeer",1.0,1.0,,,de,weg,True,True
R_1Nzi2lWnM0CO3kn,de omgeving,21,3,3,8.626,0,,,,,,,,de,omgeving,True,True
R_2tu71tqKKoKbfJ0,het verkeer,21,5,5,4.795,0,,,,,,,,het,verkeer,True,True
R_2PdQi8meHWRd7Fb,de weg,21,2,3,2.668,0,,,,,,,,de,weg,True,True
R_3PaHNs19NCzMVbu,de weg,21,3,6,2.957,0,,,,,,,,de,weg,True,True
R_CjK7Ok90OSXQ3XH,de weg,21,5,6,34.786,0,,,,,,,,de,weg,True,True
R_1lgEwIKXFHGT01V,de weg,21,5,6,1.278,0,,,,,,,,de,weg,True,True
R_2qq1JLwmdrdJM9d,de weg,21,5,6,3.924,0,,,,,,,,de,weg,True,True
R_ZrTEV9TpypUZEC5,het verkeer,21,5,6,2.71,0,,,,,,,,het,verkeer,True,True
R_3Gq55dSXHC6ANc8,de weg,21,4,6,4.706,0,,,,,,,,de,weg,True,True
R_3D8b4ozl4q217Ie,de weg,21,5,6,2.499,0,,,,,,,,de,weg,True,True
R_qV03fIB34drHELn,de weg,21,4,3,2.694,1,74.0,Betekent een onderbroken streepje nu 2 woorden?,does a hyphen mean 2 words?,1.0,1.0,,,de,weg,True,True
R_1mRh44rpwMf0PbH,de weg,21,5,6,5.596,1,75.0,Nope,,0.0,,,,de,weg,True,True
R_3gNkgaxQ9C21dQW,de weg,21,5,6,1.508,0,,,,,,,,de,weg,True,True
R_21umvRGJCCZXoit,het verkeer,21,4,6,6.0,0,,,,,,,,het,verkeer,True,True
R_BKctGx9a1Hi7w4h,het bord,22,4,5,1.2409999999999999,0,,,,,,,,het,bord,True,True
R_u2ffULg0uVmoetj,het bord,22,4,6,2.0869999999999997,0,,,,,,,,het,bord,True,True
R_2vf9l3GOwanVBOH,het bord,22,5,6,4.3660000000000005,0,,,,,,,,het,bord,True,True
R_OqjAwL4brYESqul,het bord,22,3,6,2.9589999999999996,1,76.0,voor zijn leerlingen op het bord',,0.0,,,,het,bord,True,True
R_1LG8FwYsk4Xgq61,het bord,22,5,6,3.136,0,,,,,,,,het,bord,True,True
R_2wQZuV97sKRkDfp,het bord,22,5,6,1.409,0,,,,,,,,het,bord,True,True
R_2dsf9d9zlzEbaRw,het bord,22,5,6,3.615,0,,,,,,,,het,bord,True,True
R_3j0ZzVXSe6NB0v0,het bord,22,5,6,5.052,0,,,,,,,,het,bord,True,True
R_2SqwKT4bUhZVaYX,het bord,22,5,6,5.947,0,,,,,,,,het,bord,True,True
R_6yuZ6GaDGqciNE1,het bord,22,5,6,5.9910000000000005,0,,,,,,,,het,bord,True,True
R_22DGKB9Dz59SJIt,het bord,22,5,6,3.113,0,,,,,,,,het,bord,True,True
R_5iDE07CUBSNZdqF,het bord,22,5,6,3.083,0,,,,,,,,het,bord,True,True
R_2w61flKU0TAtmrX,het bord,22,5,6,2.9160000000000004,0,,,,,,,,het,bord,True,True
R_2Y4gtCNHITcznSw,het schoolbord,22,5,6,22.811999999999998,0,,,,,,,,het,schoolbord,True,True
R_2qDHMLvHLCvMWMS,het bord,22,5,6,16.49,0,,,,,,,,het,bord,True,True
R_bg7cQUV93CWU245,het bord,22,5,6,4.021,0,,,,,,,,het,bord,True,True
R_2OTJk9jZohSfhSm,het bord,22,4,6,1.834,0,,,,,,,,het,bord,True,True
R_pGZjTA8wFerMwcV,het bord,22,3,6,4.665,1,77.0,Qua zinsopbouw zou ik 'voor zijn leerlingen' v__r 'de moeilijke sommen' zetten.,"in terms of sentence building, I would put 'voor zijn leerlingen', before 'moeilijke sommen'",1.0,0.0,,,het,bord,True,True
R_ypTZBjEyvsMpFG9,het schoolbord,22,5,5,2.197,0,,,,,,,,het,schoolbord,True,True
R_2YkUceTXXRwe7af,het bord,22,4,5,1.285,0,,,,,,,,het,bord,True,True
R_3D2u0Wq74kM9j2C,het bord,22,5,6,1.608,0,,,,,,,,het,bord,True,True
R_2Pv6m5XVNiv6pPQ,het bord,22,5,6,5.16,0,,,,,,,,het,bord,True,True
R_T1l2TIrq1do7Orn,het bord,22,4,5,3.0189999999999997,0,,,,,,,,het,bord,True,True
R_9KphKBeCPmqzBCl,het bord,22,4,6,2.162,0,,,,,,,,het,bord,True,True
R_3qKjZplc0t8Y2IU,het bord,22,5,6,16.014,0,,,,,,,,het,bord,True,True
R_4GA7uQFTqbGKnlf,het bord,22,5,6,1.129,0,,,,,,,,het,bord,True,True
R_1hEVfCsYXJCzsVp,het bord,22,4,5,4.485,0,,,,,,,,het,bord,True,True
R_cHiCbzLrQrYeizP,Het bord,22,5,6,5.506,0,,,,,,,,Het,bord,True,True
R_3fQa4YiudlrrSLd,het schoolbord,22,5,6,1.505,0,,,,,,,,het,schoolbord,True,True
R_z0gtYvawsJg834J,het bord,22,3,6,3.667,0,,,,,,,,het,bord,True,True
R_2SvKoXHDxtivA4o,het bord,22,4,5,6.205,0,,,,,,,,het,bord,True,True
R_CeG821dsnmsmiZP,het bord,22,5,6,2.093,0,,,,,,,,het,bord,True,True
R_3MG93Py9LV1lYqI,het bord,22,5,6,1.705,0,,,,,,,,het,bord,True,True
R_UrtVng9RxUYqodr,het bord,22,5,6,5.582999999999999,0,,,,,,,,het,bord,True,True
R_yjxZCpumE2JuLwR,het bord,22,5,6,2.515,0,,,,,,,,het,bord,True,True
R_eOEX0Ye1lmhGlyl,het bord,22,5,6,15.367,0,,,,,,,,het,bord,True,True
R_cCLhtJmTS5XidYl,het bord,22,5,6,2.8280000000000003,0,,,,,,,,het,bord,True,True
R_vZ75WKEQFz64rIt,het bord,22,5,6,2.615,0,,,,,,,,het,bord,True,True
R_1Nzi2lWnM0CO3kn,het bord,22,4,6,5.716,0,,,,,,,,het,bord,True,True
R_2tu71tqKKoKbfJ0,het bord,22,4,6,4.062,0,,,,,,,,het,bord,True,True
R_2PdQi8meHWRd7Fb,het bord,22,4,5,4.155,0,,,,,,,,het,bord,True,True
R_3PaHNs19NCzMVbu,het bord,22,5,6,5.499,0,,,,,,,,het,bord,True,True
R_CjK7Ok90OSXQ3XH,het bord,22,5,6,2.12,0,,,,,,,,het,bord,True,True
R_1lgEwIKXFHGT01V,het bord,22,4,6,1.275,0,,,,,,,,het,bord,True,True
R_2qq1JLwmdrdJM9d,het bord,22,5,6,3.685,0,,,,,,,,het,bord,True,True
R_ZrTEV9TpypUZEC5,het bord,22,5,6,2.287,0,,,,,,,,het,bord,True,True
R_3Gq55dSXHC6ANc8,het bord,22,5,6,11.097000000000001,0,,,,,,,,het,bord,True,True
R_3D8b4ozl4q217Ie,het bord,22,5,6,2.835,0,,,,,,,,het,bord,True,True
R_qV03fIB34drHELn,het bord,22,4,6,2.753,0,,,,,,,,het,bord,True,True
R_1mRh44rpwMf0PbH,het bord,22,5,6,1.817,1,78.0,Nope,,0.0,,,,het,bord,True,True
R_3gNkgaxQ9C21dQW,het bord,22,5,6,3.969,0,,,,,,,,het,bord,True,True
R_21umvRGJCCZXoit,het bord,22,3,5,4.086,0,,,,,,,,het,bord,True,True
R_BKctGx9a1Hi7w4h,het antwoord,23,5,6,1.984,0,,,,,,,,het,antwoord,True,True
R_u2ffULg0uVmoetj,het antwoord,23,5,6,2.019,0,,,,,,,,het,antwoord,True,True
R_2vf9l3GOwanVBOH,het antwoord,23,5,6,0.5539999999999999,0,,,,,,,,het,antwoord,True,True
R_OqjAwL4brYESqul,de reactie,23,5,6,2.6660000000000004,0,,,,,,,,de,reactie,True,True
R_1LG8FwYsk4Xgq61,het antwoord,23,5,6,2.9730000000000003,0,,,,,,,,het,antwoord,True,True
R_2wQZuV97sKRkDfp,het antwoord,23,5,6,1.109,0,,,,,,,,het,antwoord,True,True
R_2dsf9d9zlzEbaRw,het antwoord,23,5,6,5.474,0,,,,,,,,het,antwoord,True,True
R_3j0ZzVXSe6NB0v0,het antwoord,23,5,6,3.639,0,,,,,,,,het,antwoord,True,True
R_2SqwKT4bUhZVaYX,het antwoord,23,5,6,6.6579999999999995,0,,,,,,,,het,antwoord,True,True
R_6yuZ6GaDGqciNE1,de antwoorden,23,4,6,9.225,0,,,,,,,,de,antwoorden,True,True
R_22DGKB9Dz59SJIt,het antwoord,23,5,6,13.478,0,,,,,,,,het,antwoord,True,True
R_5iDE07CUBSNZdqF,het antwoord,23,5,6,4.688,0,,,,,,,,het,antwoord,True,True
R_2w61flKU0TAtmrX,het antwoord,23,5,6,39.38,0,,,,,,,,het,antwoord,True,True
R_2Y4gtCNHITcznSw,een reactie,23,5,6,3.451,0,,,,,,,,een,reactie,False,True
R_2qDHMLvHLCvMWMS,het antwoord,23,5,6,2.7489999999999997,0,,,,,,,,het,antwoord,True,True
R_bg7cQUV93CWU245,het antwoord,23,4,6,4.133,0,,,,,,,,het,antwoord,True,True
R_2OTJk9jZohSfhSm,het antwoord,23,4,5,3.532,0,,,,,,,,het,antwoord,True,True
R_pGZjTA8wFerMwcV,het antwoord,23,4,5,3.61,1,79.0,De antwoorden' (omdat 'studenten' meervoud is)? MOEILIJK MOEILIJK MOEILIJK,de antwoorden' (because students is plural)? HARD HARD HARD,1.0,0.0,,,het,antwoord,True,True
R_ypTZBjEyvsMpFG9,het antwoord,23,5,5,41.633,0,,,,,,,,het,antwoord,True,True
R_2YkUceTXXRwe7af,een antwoord,23,4,5,2.346,0,,,,,,,,een,antwoord,False,True
R_3D2u0Wq74kM9j2C,het antwoord,23,5,6,1.7890000000000001,0,,,,,,,,het,antwoord,True,True
R_2Pv6m5XVNiv6pPQ,de antwoorden,23,5,6,7.556,0,,,,,,,,de,antwoorden,True,True
R_T1l2TIrq1do7Orn,het antwoord,23,5,6,2.5839999999999996,0,,,,,,,,het,antwoord,True,True
R_9KphKBeCPmqzBCl,het antwoord,23,4,6,14.19,0,,,,,,,,het,antwoord,True,True
R_3qKjZplc0t8Y2IU,de reactie,23,5,5,4.211,0,,,,,,,,de,reactie,True,True
R_4GA7uQFTqbGKnlf,het antwoord,23,5,5,2.5340000000000003,0,,,,,,,,het,antwoord,True,True
R_1hEVfCsYXJCzsVp,het antwoord,23,4,5,4.774,0,,,,,,,,het,antwoord,True,True
R_cHiCbzLrQrYeizP,Het antwoord,23,5,6,4.2989999999999995,0,,,,,,,,Het,antwoord,True,True
R_3fQa4YiudlrrSLd,het antwoord,23,5,6,0.794,0,,,,,,,,het,antwoord,True,True
R_z0gtYvawsJg834J,het antwoord,23,5,6,8.99,0,,,,,,,,het,antwoord,True,True
R_2SvKoXHDxtivA4o,het antwoord,23,5,5,9.588,0,,,,,,,,het,antwoord,True,True
R_CeG821dsnmsmiZP,een antwoord,23,5,6,2.293,0,,,,,,,,een,antwoord,False,True
R_3MG93Py9LV1lYqI,het antwoord,23,5,6,1.7590000000000001,0,,,,,,,,het,antwoord,True,True
R_UrtVng9RxUYqodr,het antwoord,23,5,6,6.0489999999999995,0,,,,,,,,het,antwoord,True,True
R_yjxZCpumE2JuLwR,de antwoorden,23,4,5,2.7030000000000003,0,,,,,,,,de,antwoorden,True,True
R_eOEX0Ye1lmhGlyl,het antwoord,23,5,6,6.192,0,,,,,,,,het,antwoord,True,True
R_cCLhtJmTS5XidYl,een antwoord,23,5,6,3.076,0,,,,,,,,een,antwoord,False,True
R_vZ75WKEQFz64rIt,het antwoord,23,4,5,8.895,0,,,,,,,,het,antwoord,True,True
R_1Nzi2lWnM0CO3kn,een reactie,23,4,4,4.385,0,,,,,,,,een,reactie,False,True
R_2tu71tqKKoKbfJ0,het antwoord,23,5,5,1532.03,0,,,,,,,,het,antwoord,True,True
R_2PdQi8meHWRd7Fb,het antwoord,23,4,5,2.7460000000000004,0,,,,,,,,het,antwoord,True,True
R_3PaHNs19NCzMVbu,het antwoord,23,5,6,2.9160000000000004,0,,,,,,,,het,antwoord,True,True
R_CjK7Ok90OSXQ3XH,het antwoord,23,5,6,2.5469999999999997,0,,,,,,,,het,antwoord,True,True
R_1lgEwIKXFHGT01V,het antwoord,23,5,6,0.768,0,,,,,,,,het,antwoord,True,True
R_2qq1JLwmdrdJM9d,het antwoord,23,5,6,5.184,0,,,,,,,,het,antwoord,True,True
R_ZrTEV9TpypUZEC5,het antwoord,23,5,6,2.479,0,,,,,,,,het,antwoord,True,True
R_3Gq55dSXHC6ANc8,het antwoord,23,5,6,23.791,0,,,,,,,,het,antwoord,True,True
R_3D8b4ozl4q217Ie,een antwoord,23,5,6,1.944,0,,,,,,,,een,antwoord,False,True
R_qV03fIB34drHELn,het antwoord,23,5,6,2.503,0,,,,,,,,het,antwoord,True,True
R_1mRh44rpwMf0PbH,het antwoord,23,5,6,1.046,1,80.0,de antwoorden zou ook kunnen,de antwoorden would also be possible (plural),1.0,0.0,,,het,antwoord,True,True
R_3gNkgaxQ9C21dQW,Het antwoord,23,5,6,2.572,0,,,,,,,,Het,antwoord,True,True
R_21umvRGJCCZXoit,een antwoord,23,4,6,5.983,0,,,,,,,,een,antwoord,False,True
R_BKctGx9a1Hi7w4h,het strand,24,4,5,2.4819999999999998,0,,,,,,,,het,strand,True,True
R_u2ffULg0uVmoetj,het strand,24,4,5,3.688,0,,,,,,,,het,strand,True,True
R_2vf9l3GOwanVBOH,het park,24,5,6,0.532,0,,,,,,,,het,park,True,True
R_OqjAwL4brYESqul,het strand,24,4,6,8.377,0,,,,,,,,het,strand,True,True
R_1LG8FwYsk4Xgq61,buiten,24,5,6,2.414,0,,,,,,,,,-99,False,False
R_2wQZuV97sKRkDfp,het strand,24,5,6,1.465,0,,,,,,,,het,strand,True,True
R_2dsf9d9zlzEbaRw,het park,24,5,5,2.628,0,,,,,,,,het,park,True,True
R_3j0ZzVXSe6NB0v0,het park,24,5,5,8.845,0,,,,,,,,het,park,True,True
R_2SqwKT4bUhZVaYX,het strand,24,4,6,10.568,0,,,,,,,,het,strand,True,True
R_6yuZ6GaDGqciNE1,het strand,24,5,6,11.642999999999999,0,,,,,,,,het,strand,True,True
R_22DGKB9Dz59SJIt,het grasveld,24,4,5,16.456,0,,,,,,,,het,grasveld,True,True
R_5iDE07CUBSNZdqF,het park,24,4,6,6.149,0,,,,,,,,het,park,True,True
R_2w61flKU0TAtmrX,het strand,24,4,4,6.3870000000000005,0,,,,,,,,het,strand,True,True
R_2Y4gtCNHITcznSw,het strand,24,5,6,4.921,0,,,,,,,,het,strand,True,True
R_2qDHMLvHLCvMWMS,het strand,24,5,4,10.331,0,,,,,,,,het,strand,True,True
R_bg7cQUV93CWU245,een meer,24,4,5,7.459,0,,,,,,,,een,meer,False,True
R_2OTJk9jZohSfhSm,het strand,24,5,6,2.891,1,81.0,andere optie: het park,other option: het park,1.0,0.0,,,het,strand,True,True
R_pGZjTA8wFerMwcV,het strand,24,5,6,5.082,1,82.0,"Mensen die niet bij een strand in de buurt wonen (i.e. niet-Randstad), vinden dit misschien minder natuurlijk klinken..?",people who do not live close to a beach (outside the Randstad) may find this less natural?,1.0,1.0,,,het,strand,True,True
R_ypTZBjEyvsMpFG9,het strand,24,4,5,2.786,0,,,,,,,,het,strand,True,True
R_2YkUceTXXRwe7af,het strandje,24,5,6,2.635,0,,,,,,,,het,strandje,True,True
R_3D2u0Wq74kM9j2C,de plas,24,5,6,9.227,1,83.0,spreektaal,,0.0,,,,de,plas,True,True
R_2Pv6m5XVNiv6pPQ,het strand,24,5,6,12.120999999999999,0,,,,,,,,het,strand,True,True
R_T1l2TIrq1do7Orn,het park,24,4,3,8.494,0,,,,,,,,het,park,True,True
R_9KphKBeCPmqzBCl,het strand,24,4,6,3.8139999999999996,0,,,,,,,,het,strand,True,True
R_3qKjZplc0t8Y2IU,de plas,24,5,6,2.119,0,,,,,,,,de,plas,True,True
R_4GA7uQFTqbGKnlf,het strand,24,5,6,1.472,0,,,,,,,,het,strand,True,True
R_1hEVfCsYXJCzsVp,het strand,24,2,5,37.812,0,,,,,,,,het,strand,True,True
R_cHiCbzLrQrYeizP,Het strand,24,5,6,5.662999999999999,0,,,,,,,,Het,strand,True,True
R_3fQa4YiudlrrSLd,het meer,24,5,6,1.0979999999999999,0,,,,,,,,het,meer,True,True
R_z0gtYvawsJg834J,het strand,24,5,6,3.105,0,,,,,,,,het,strand,True,True
R_2SvKoXHDxtivA4o,het strand,24,5,6,6.232,0,,,,,,,,het,strand,True,True
R_CeG821dsnmsmiZP,het strand,24,5,5,1.71,1,84.0,"ik twijfelde tussen ""het strand"" of ""het park""",I doubted between 'het strand' or 'het park' ,1.0,1.0,,,het,strand,True,True
R_3MG93Py9LV1lYqI,het strand,24,5,6,1.074,0,,,,,,,,het,strand,True,True
R_UrtVng9RxUYqodr,het strand,24,4,5,5.917000000000001,0,,,,,,,,het,strand,True,True
R_yjxZCpumE2JuLwR,het strand,24,5,6,6.792999999999999,0,,,,,,,,het,strand,True,True
R_eOEX0Ye1lmhGlyl,het strand,24,5,5,6.235,0,,,,,,,,het,strand,True,True
R_cCLhtJmTS5XidYl,het strand,24,5,6,8.379,0,,,,,,,,het,strand,True,True
R_vZ75WKEQFz64rIt,het strand,24,4,5,2.381,0,,,,,,,,het,strand,True,True
R_1Nzi2lWnM0CO3kn,het strand,24,4,6,5.74,0,,,,,,,,het,strand,True,True
R_2tu71tqKKoKbfJ0,het strand,24,4,5,5.135,0,,,,,,,,het,strand,True,True
R_2PdQi8meHWRd7Fb,het strand,24,3,5,4.698,0,,,,,,,,het,strand,True,True
R_3PaHNs19NCzMVbu,het strand,24,5,6,1.65,0,,,,,,,,het,strand,True,True
R_CjK7Ok90OSXQ3XH,het park,24,5,5,2.415,0,,,,,,,,het,park,True,True
R_1lgEwIKXFHGT01V,het park,24,5,5,2.3369999999999997,0,,,,,,,,het,park,True,True
R_2qq1JLwmdrdJM9d,het strand,24,5,6,7.547000000000001,0,,,,,,,,het,strand,True,True
R_ZrTEV9TpypUZEC5,het strand,24,5,6,2.228,0,,,,,,,,het,strand,True,True
R_3Gq55dSXHC6ANc8,het strand,24,4,6,6.6739999999999995,0,,,,,,,,het,strand,True,True
R_3D8b4ozl4q217Ie,het strand,24,5,6,4.016,0,,,,,,,,het,strand,True,True
R_qV03fIB34drHELn,het strand,24,5,6,6.331,0,,,,,,,,het,strand,True,True
